respondent_id,age,gender,country,education_level,employment_status,industry,job_role_level,work_experience_years,income_bracket,household_dependents,perceived_automation_risk,role_partially_automated,pct_tasks_automatable,ai_awareness,enrolled_reskilling,learning_platform,upskilling_hours_per_week,willingness_to_reskill,biggest_barrier,preferred_learning_mode,top_skill_pursued,reskilling_awareness_source,employer_provides_reskilling,govt_reskilling_subsidies,satisfaction_employer_ld,would_switch_for_reskilling,career_confidence_5yr,career_anxiety,accept_lower_pay_futureproof,expected_role_change_timeline,successful_reskill_transition,automation_vulnerability_idx,reskilling_engagement_score,support_ecosystem_score,anxiety_to_action_ratio,income_reskilling_gap,future_readiness_idx
R02484,29,Female,Germany,Master's,Student,Government/Public Sector,Entry-level,3,€20-40K,3.0,3,Yes,21-40%,3,Yes,edX,5.6,4,Cost,On-the-job Training,Soft Skills/Leadership,Self-Research,No,Yes,2,No,5,3,No,6,Yes,0.59,0.722,0.387,0.683,Striving Upskiller,0.812
R02485,24,Male,UK,PhD,Student,Technology/IT,Entry-level,2,£80-120K,0.0,3,Yes,0-20%,5,No,None,2.5,2,Time,Online Instructor-led,Data/AI & Machine Learning,Government Campaign,No,Yes,3,No,4,2,No,1,No,0.53,0.3,0.475,0.806,Complacent High Earner,0.621
R02486,21,Non-Binary,Brazil,Master's,Self-employed/Freelancer,Education,Manager/Director,0,>R$300K,0.0,2,No,81-100%,3,Yes,Bootcamp,4.6,3,Lack of Awareness,Online Instructor-led,Digital Marketing,Peers/Network,No,Yes,2,No,4,1,No,4,Yes,0.37,0.644,0.387,0.0,Complacent High Earner,0.658
R02487,39,Non-Binary,USA,Bachelor's,Full-time Employed,Financial Services,Senior,16,$50-75K,1.0,4,Yes,61-80%,4,No,None,0.0,4,Lack of Awareness,Peer Learning/Mentorship,None,Peers/Network,Yes,Unsure,5,No,2,4,No,1,Yes,0.81,0.188,0.85,3.788,At-Risk Low Earner,0.596
R02488,35,Non-Binary,Australia,Master's,Full-time Employed,Energy/Utilities,Senior,11,A$60-100K,2.0,3,No,41-60%,4,Yes,Government Program,1.3,2,Cost,Online Self-paced,Software Development,Social Media,Yes,No,5,No,3,5,No,8,Yes,0.35,0.532,0.7,1.845,At-Risk Low Earner,0.404
R02489,46,Male,UK,High School/Diploma,Full-time Employed,Retail/E-commerce,Executive/C-suite,23,£80-120K,1.0,2,Yes,0-20%,3,No,None,0.0,3,No Relevant Programs,Online Self-paced,None,None,No,Yes,2,No,2,2,No,7,No,0.43,0.125,0.387,1.852,Complacent High Earner,0.408
R02490,40,Female,UAE,Master's,Full-time Employed,Financial Services,Senior,17,AED 120-240K,3.0,4,No,61-80%,3,Yes,Bootcamp,2.6,4,Family Responsibilities,Hybrid,Digital Marketing,None,Yes,Yes,5,No,1,3,No,1,Yes,0.51,0.676,1.0,0.729,At-Risk Low Earner,0.496
R02491,29,Female,Brazil,Bachelor's,Full-time Employed,Technology/IT,Mid-level,6,R$20-40K,0.0,2,Yes,0-20%,3,No,None,0.0,3,Employer Doesn't Support,Online Self-paced,None,Social Media,No,Unsure,1,Yes,3,2,Yes,7,Yes,0.43,0.125,0.15,1.852,At-Risk Low Earner,0.508
R02492,37,Male,Brazil,Bachelor's,Full-time Employed,Financial Services,Manager/Director,13,R$80-150K,0.0,2,No,21-40%,4,No,None,0.0,4,Lack of Awareness,Online Self-paced,None,Peers/Network,No,No,1,Yes,3,4,Yes,6,No,0.19,0.188,0.0,3.788,Complacent High Earner,0.612
R02493,42,Female,Germany,Bachelor's,Self-employed/Freelancer,Agriculture,Mid-level,17,€65-100K,2.0,3,No,61-80%,4,Yes,Udemy,7.2,3,Family Responsibilities,Online Instructor-led,Data/AI & Machine Learning,News/Media,No,Yes,2,Yes,3,2,No,4,Yes,0.41,0.683,0.387,0.361,Invested High Earner,0.558
R02494,27,,Philippines,Bachelor's,Full-time Employed,Agriculture,Mid-level,4,₱150-350K,0.0,4,No,61-80%,2,No,None,0.0,4,Family Responsibilities,Online Self-paced,None,Social Media,Yes,Yes,4,No,3,4,No,5,No,0.51,0.188,0.912,3.788,At-Risk Low Earner,0.629
R02495,28,Female,India,Bachelor's,Self-employed/Freelancer,Manufacturing,Manager/Director,6,₹6-12L,2.0,5,Yes,81-100%,4,Yes,YouTube/Free Resources,5.1,4,Employer Doesn't Support,Hybrid,Soft Skills/Leadership,Social Media,No,Yes,2,Yes,4,3,Yes,1,Yes,0.97,0.714,0.387,0.691,Striving Upskiller,0.796
R02496,43,Female,UK,Bachelor's,Full-time Employed,Financial Services,Senior,20,£15-30K,3.0,3,No,0-20%,3,No,None,0.0,5,Cost,On-the-job Training,None,Self-Research,No,No,2,No,3,2,No,7,No,0.23,0.25,0.088,0.962,At-Risk Low Earner,0.683
R02497,29,Male,USA,Bachelor's,Self-employed/Freelancer,Technology/IT,Entry-level,7,$75-120K,2.0,4,Yes,0-20%,2,Yes,Company Internal LMS,11.0,4,Family Responsibilities,On-the-job Training,Data/AI & Machine Learning,Government Campaign,Yes,No,4,Yes,5,4,Yes,2,No,0.63,0.802,0.612,0.924,Invested High Earner,0.879
R02498,38,Male,South Africa,PhD,Part-time Employed,Education,Executive/C-suite,14,R400-750K,4.0,3,No,21-40%,4,No,Udemy,0.0,5,Time,Hybrid,None,None,Yes,Unsure,2,No,3,3,No,4,Yes,0.29,0.25,0.588,1.923,Complacent High Earner,0.733
R02499,45,Male,Philippines,Bachelor's,Full-time Employed,Education,Manager/Director,20,₱1.5-3M,2.0,1,No,21-40%,2,No,None,0.0,5,Lack of Awareness,In-person Classroom,None,Peers/Network,No,No,2,Yes,2,4,No,9,Yes,0.09,0.25,0.088,2.885,Complacent High Earner,0.55
R02500,33,Female,UK,PhD,Full-time Employed,Technology/IT,Entry-level,12,£15-30K,1.0,4,Yes,41-60%,3,Yes,YouTube/Free Resources,4.9,5,Time,Online Instructor-led,UX/UI Design,Peers/Network,Yes,Yes,4,No,4,3,No,3,No,0.75,0.774,0.912,0.638,At-Risk Low Earner,0.85
R02501,32,Male,UAE,Bachelor's,Self-employed/Freelancer,Technology/IT,Senior,6,>AED 720K,0.0,3,No,41-60%,5,Yes,Bootcamp,4.3,4,No Relevant Programs,Online Self-paced,Cloud Computing,Peers/Network,Yes,Yes,5,No,3,1,No,3,Yes,0.35,0.702,1.0,0.0,Complacent High Earner,0.662
R02502,20,Female,Brazil,High School/Diploma,Part-time Employed,Construction/Real Estate,Entry-level,0,R$80-150K,1.0,3,No,0-20%,2,Yes,YouTube/Free Resources,1.0,4,Family Responsibilities,On-the-job Training,Cybersecurity,Self-Research,No,No,1,No,3,3,No,4,No,0.23,0.653,0.0,0.754,Complacent High Earner,0.646
R02503,33,Female,India,High School/Diploma,Full-time Employed,Agriculture,Mid-level,12,>₹50L,1.0,5,No,61-80%,2,No,None,2.8,5,Cost,Online Self-paced,Digital Marketing,News/Media,No,No,2,Yes,3,3,No,3,No,0.61,0.492,0.088,0.996,Complacent High Earner,0.75
R02504,20,Non-Binary,Australia,High School/Diploma,Self-employed/Freelancer,Government/Public Sector,Mid-level,0,A$60-100K,0.0,3,Yes,81-100%,3,No,edX,0.0,4,Time,In-person Classroom,None,Employer,Yes,No,5,No,3,3,No,6,Yes,0.77,0.188,0.7,2.525,At-Risk Low Earner,0.612
R02505,32,Male,UK,High School/Diploma,Full-time Employed,Education,Senior,6,<£15K,1.0,2,No,0-20%,2,Yes,Government Program,3.1,5,Cost,Online Self-paced,Data/AI & Machine Learning,Peers/Network,No,No,2,Yes,4,3,Yes,4,No,0.13,0.746,0.088,0.661,At-Risk Low Earner,0.833
R02506,34,Female,UAE,Bachelor's,Part-time Employed,Government/Public Sector,Entry-level,14,AED 240-480K,1.0,3,Yes,0-20%,3,No,None,0.0,4,Lack of Awareness,Hybrid,None,Self-Research,No,No,1,No,4,4,Yes,5,No,0.53,0.188,0.0,3.788,Complacent High Earner,0.729
R02507,34,Prefer Not to Say,Brazil,Master's,Full-time Employed,Agriculture,Mid-level,12,R$40-80K,3.0,2,No,21-40%,4,No,None,0.0,4,Lack of Awareness,Online Self-paced,None,Self-Research,No,No,2,Yes,4,2,No,10,No,0.19,0.188,0.088,1.263,At-Risk Low Earner,0.646
R02508,34,Female,UAE,Bachelor's,Unemployed - Seeking,Agriculture,Manager/Director,12,AED 240-480K,0.0,3,Yes,61-80%,2,Yes,Udemy,7.5,4,Family Responsibilities,In-person Classroom,UX/UI Design,Self-Research,No,Yes,2,No,2,4,Yes,1,Yes,0.71,0.75,0.387,0.987,Invested High Earner,0.596
R02509,43,Male,Brazil,Bachelor's,Full-time Employed,Technology/IT,Senior,21,R$40-80K,2.0,3,No,21-40%,5,No,None,2.6,2,Cost,On-the-job Training,Data/AI & Machine Learning,Employer,Yes,Unsure,4,Yes,5,5,No,3,No,0.29,0.302,0.762,3.205,At-Risk Low Earner,0.688
R02510,50,Male,UAE,Bachelor's,Unemployed - Seeking,Financial Services,Manager/Director,26,,1.0,1,No,0-20%,2,Yes,YouTube/Free Resources,9.9,4,Lack of Awareness,In-person Classroom,Soft Skills/Leadership,Self-Research,No,Unsure,2,Yes,2,3,No,8,Yes,0.03,0.786,0.238,0.628,Unknown,0.479
R02511,39,Female,Australia,Master's,Full-time Employed,Agriculture,Manager/Director,15,>A$250K,1.0,2,Yes,0-20%,3,No,None,0.0,3,Cost,Online Self-paced,None,Employer,No,No,1,Yes,2,2,No,4,No,0.43,0.125,0.0,1.852,Complacent High Earner,0.458
R02512,33,Male,Philippines,Master's,Part-time Employed,Manufacturing,Entry-level,14,>₱3M,0.0,2,No,0-20%,3,No,Company Internal LMS,0.0,4,Lack of Awareness,Hybrid,None,Self-Research,No,Unsure,1,No,2,3,Yes,7,Yes,0.13,0.188,0.15,2.525,Complacent High Earner,0.496
R02513,26,Female,Germany,Bachelor's,Full-time Employed,Media/Entertainment,Mid-level,2,€65-100K,1.0,4,Yes,41-60%,3,Yes,Coursera,7.0,2,No Relevant Programs,Hybrid,Soft Skills/Leadership,Employer,Yes,Unsure,4,No,3,5,No,2,Yes,0.75,0.617,0.762,1.595,Invested High Earner,0.504
R02514,59,Female,Germany,Master's,Unemployed - Seeking,Education,Manager/Director,37,€65-100K,2.0,1,No,0-20%,4,Yes,Coursera,3.6,2,Lack of Awareness,On-the-job Training,UX/UI Design,None,No,Unsure,2,Yes,3,4,No,7,No,0.03,0.566,0.238,1.302,Complacent High Earner,0.421
R02515,43,Prefer Not to Say,Australia,Bachelor's,Full-time Employed,Government/Public Sector,Manager/Director,19,A$100-160K,2.0,3,Yes,41-60%,4,Yes,edX,1.4,4,Lack of Awareness,Online Self-paced,Cybersecurity,News/Media,No,No,2,No,4,4,No,6,Yes,0.65,0.659,0.088,1.121,Complacent High Earner,0.712
R02516,40,Male,USA,High School/Diploma,Unemployed - Seeking,Healthcare,Manager/Director,18,$75-120K,3.0,2,No,0-20%,3,No,Government Program,0.0,3,No Relevant Programs,Hybrid,None,Peers/Network,No,No,2,Yes,3,4,No,11,No,0.13,0.125,0.088,5.556,Complacent High Earner,0.442
R02517,24,Female,Nigeria,Bachelor's,Self-employed/Freelancer,Healthcare,Mid-level,6,₦8-15M,0.0,3,No,41-60%,4,No,None,0.0,3,Family Responsibilities,Online Instructor-led,None,News/Media,No,Yes,2,No,4,3,Yes,7,No,0.35,0.125,0.387,3.704,Complacent High Earner,0.608
R02518,30,Male,Australia,Master's,Full-time Employed,Retail/E-commerce,Manager/Director,7,A$160-250K,1.0,4,Yes,41-60%,2,Yes,Coursera,3.9,4,Employer Doesn't Support,In-person Classroom,Cloud Computing,News/Media,No,No,2,No,3,2,No,2,No,0.75,0.696,0.088,0.354,Complacent High Earner,0.679
R02519,38,Male,India,PhD,Full-time Employed,Energy/Utilities,Senior,14,₹12-25L,2.0,4,Yes,41-60%,4,Yes,Government Program,11.6,1,Lack of Awareness,Peer Learning/Mentorship,Cloud Computing,Self-Research,No,Unsure,2,No,2,5,No,3,No,0.75,0.624,0.238,1.577,Invested High Earner,0.3
R02520,35,Male,UK,Master's,Self-employed/Freelancer,Financial Services,Mid-level,12,£50-80K,3.0,4,Yes,81-100%,5,No,None,2.6,3,Lack of Awareness,Online Instructor-led,Data/AI & Machine Learning,None,Yes,Yes,3,No,3,5,No,2,Yes,0.87,0.364,0.825,2.674,Complacent High Earner,0.592
R02521,29,Female,USA,Bachelor's,Full-time Employed,Manufacturing,Mid-level,7,$75-120K,0.0,3,No,81-100%,3,Yes,Government Program,1.9,2,Employer Doesn't Support,Hybrid,Data/AI & Machine Learning,Social Media,Yes,Yes,2,No,4,3,No,7,No,0.47,0.541,0.737,0.907,Complacent High Earner,0.521
R02522,40,Female,Australia,Bachelor's,Part-time Employed,Government/Public Sector,Senior,16,A$30-60K,1.0,3,No,41-60%,3,No,edX,0.0,5,Time,Online Self-paced,None,Peers/Network,No,No,2,Yes,4,3,No,5,No,0.35,0.25,0.088,1.923,At-Risk Low Earner,0.817
R02523,35,Male,India,High School/Diploma,Full-time Employed,Energy/Utilities,Manager/Director,15,₹12-25L,0.0,3,No,21-40%,3,Yes,Coursera,1.0,2,Cost,Online Instructor-led,Soft Skills/Leadership,Peers/Network,Yes,No,3,No,2,4,No,1,No,0.29,0.528,0.525,1.394,Complacent High Earner,0.421
R02524,41,Male,India,Bachelor's,Full-time Employed,Energy/Utilities,Senior,15,₹25-50L,2.0,4,Yes,81-100%,3,Yes,Company Internal LMS,1.0,5,Cost,In-person Classroom,Soft Skills/Leadership,News/Media,No,No,1,No,3,4,Yes,2,Yes,0.87,0.715,0.0,1.034,Complacent High Earner,0.767
R02525,30,Female,Germany,PhD,Self-employed/Freelancer,Technology/IT,Executive/C-suite,8,€65-100K,2.0,2,Yes,41-60%,4,No,None,0.0,4,No Relevant Programs,Peer Learning/Mentorship,None,Employer,Yes,No,3,No,3,2,No,9,Yes,0.55,0.188,0.525,1.263,Complacent High Earner,0.562
R02526,45,Female,USA,Bachelor's,Full-time Employed,Technology/IT,Senior,23,$120-200K,3.0,2,Yes,21-40%,4,Yes,Coursera,1.2,5,Time,Hybrid,Cloud Computing,News/Media,Yes,Yes,4,No,3,3,No,9,Yes,0.49,0.718,0.912,0.687,Complacent High Earner,0.65
R02527,46,Female,USA,Bachelor's,Full-time Employed,Retail/E-commerce,Executive/C-suite,25,$120-200K,3.0,3,No,61-80%,4,Yes,LinkedIn Learning,2.5,4,No Relevant Programs,Online Self-paced,Software Development,Employer,No,Yes,4,Yes,2,4,Yes,6,Yes,0.41,0.675,0.562,1.095,Complacent High Earner,0.512
R02528,36,Prefer Not to Say,USA,High School/Diploma,Full-time Employed,Technology/IT,Senior,13,,1.0,4,No,21-40%,3,No,Government Program,0.0,4,No Relevant Programs,Peer Learning/Mentorship,None,Social Media,Yes,Unsure,3,No,3,3,No,2,No,0.39,0.188,0.675,2.525,Unknown,0.679
R02529,33,,Singapore,PhD,Full-time Employed,Manufacturing,Senior,13,>S$250K,1.0,3,No,41-60%,4,No,YouTube/Free Resources,0.0,4,Lack of Awareness,Online Self-paced,None,Government Campaign,No,No,3,Yes,3,2,No,6,No,0.35,0.188,0.175,1.263,Complacent High Earner,0.612
R02530,33,Male,Australia,Master's,Full-time Employed,Financial Services,Executive/C-suite,9,A$100-160K,0.0,2,No,0-20%,3,Yes,YouTube/Free Resources,3.3,3,Cost,Hybrid,Cybersecurity,Employer,Yes,Unsure,4,No,3,2,No,3,Yes,0.13,0.624,0.762,0.394,Complacent High Earner,0.575
R02531,33,Male,UAE,Master's,Full-time Employed,Manufacturing,Mid-level,10,AED 480-720K,3.0,5,Yes,61-80%,2,No,None,0.0,4,No Relevant Programs,Online Self-paced,None,Employer,Yes,Yes,3,No,3,4,Yes,3,No,0.91,0.188,0.825,3.788,Complacent High Earner,0.662
R02532,28,Female,UK,Below High School,Full-time Employed,Retail/E-commerce,Mid-level,7,£30-50K,0.0,3,No,21-40%,4,Yes,Udemy,2.4,5,Time,In-person Classroom,Data/AI & Machine Learning,Social Media,No,Unsure,3,No,4,3,Yes,7,Yes,0.29,0.736,0.325,0.67,At-Risk Low Earner,0.783
R02533,20,Female,Singapore,Bachelor's,Full-time Employed,Financial Services,Mid-level,0,S$25-50K,1.0,3,No,41-60%,5,No,Company Internal LMS,0.0,5,Lack of Awareness,Peer Learning/Mentorship,None,Employer,Yes,No,2,No,4,4,No,5,No,0.35,0.25,0.438,2.885,At-Risk Low Earner,0.817
R02534,29,Male,Nigeria,High School/Diploma,Full-time Employed,Healthcare,Manager/Director,6,₦15-30M,0.0,3,Yes,41-60%,3,No,edX,0.0,4,Family Responsibilities,Online Self-paced,None,None,No,No,2,No,5,2,No,1,No,0.65,0.188,0.088,1.263,Complacent High Earner,0.896
R02535,34,Female,UK,Bachelor's,Full-time Employed,Technology/IT,Entry-level,11,£15-30K,1.0,4,Yes,61-80%,3,Yes,Company Internal LMS,1.0,4,Time,Online Self-paced,Software Development,News/Media,Yes,Unsure,5,Yes,2,4,No,3,Yes,0.81,0.653,0.85,1.131,At-Risk Low Earner,0.562
R02536,25,Male,Nigeria,High School/Diploma,Full-time Employed,Retail/E-commerce,Executive/C-suite,3,₦15-30M,3.0,4,Yes,0-20%,4,No,YouTube/Free Resources,0.0,4,Cost,Hybrid,None,Government Campaign,No,No,4,Yes,4,4,No,5,No,0.63,0.188,0.262,3.788,Complacent High Earner,0.729
R02537,49,Non-Binary,India,Bachelor's,Full-time Employed,Financial Services,Manager/Director,28,₹12-25L,2.0,3,No,0-20%,5,No,None,2.9,5,Cost,Hybrid,Soft Skills/Leadership,Social Media,Yes,Yes,4,No,2,3,No,4,No,0.23,0.494,0.912,0.992,Complacent High Earner,0.633
R02538,52,Female,Japan,Bachelor's,Self-employed/Freelancer,Manufacturing,Executive/C-suite,32,¥8-12M,1.0,4,No,61-80%,2,Yes,LinkedIn Learning,1.2,3,Family Responsibilities,In-person Classroom,Data/AI & Machine Learning,Peers/Network,No,Yes,1,Yes,1,3,No,3,No,0.51,0.593,0.3,0.829,Complacent High Earner,0.375
R02539,22,Male,UAE,High School/Diploma,Full-time Employed,Government/Public Sector,Entry-level,0,AED 60-120K,0.0,3,No,21-40%,2,Yes,Udemy,2.0,3,Employer Doesn't Support,On-the-job Training,Digital Marketing,Self-Research,No,Unsure,1,Yes,3,4,No,7,Yes,0.29,0.605,0.15,1.22,At-Risk Low Earner,0.508
R02540,24,Male,India,High School/Diploma,Student,Technology/IT,Entry-level,2,₹25-50L,0.0,3,No,41-60%,2,Yes,YouTube/Free Resources,3.6,5,Family Responsibilities,Online Instructor-led,Cloud Computing,Peers/Network,No,No,1,No,4,3,No,2,Yes,0.35,0.754,0.0,0.654,Complacent High Earner,0.867
R02541,25,Male,Nigeria,Master's,Full-time Employed,Agriculture,Entry-level,2,₦8-15M,2.0,3,No,0-20%,4,No,None,2.0,4,Cost,Online Instructor-led,Project Management,Social Media,Yes,No,4,Yes,4,3,Yes,5,Yes,0.23,0.418,0.612,1.168,Complacent High Earner,0.729
R02542,38,Female,Singapore,High School/Diploma,Full-time Employed,Construction/Real Estate,Executive/C-suite,13,S$90-150K,2.0,4,Yes,61-80%,4,Yes,LinkedIn Learning,1.1,2,Time,In-person Classroom,Digital Marketing,Employer,Yes,No,3,No,3,5,No,4,Yes,0.81,0.529,0.525,1.855,Complacent High Earner,0.471
R02543,29,Female,UAE,Below High School,Full-time Employed,Manufacturing,Mid-level,11,>AED 720K,0.0,2,No,21-40%,3,No,None,0.0,4,Family Responsibilities,In-person Classroom,None,Self-Research,No,No,3,No,5,3,No,10,No,0.19,0.188,0.175,2.525,Complacent High Earner,0.746
R02544,35,Female,Brazil,Bachelor's,Full-time Employed,Education,Mid-level,11,<R$20K,1.0,3,No,41-60%,3,No,None,0.0,4,Cost,Online Instructor-led,None,News/Media,No,Unsure,3,No,4,3,No,4,No,0.35,0.188,0.325,2.525,At-Risk Low Earner,0.746
R02545,34,Male,Germany,Master's,Full-time Employed,Retail/E-commerce,Mid-level,9,€100-150K,3.0,5,Yes,81-100%,2,No,None,0.0,4,Cost,Online Self-paced,None,Peers/Network,No,Yes,2,No,1,3,Yes,3,No,0.97,0.188,0.387,2.525,Complacent High Earner,0.462
R02546,39,Male,UAE,Master's,Unemployed - Seeking,Construction/Real Estate,Senior,16,AED 240-480K,4.0,2,No,41-60%,4,Yes,Company Internal LMS,12.8,5,Lack of Awareness,Online Self-paced,Software Development,News/Media,No,Yes,2,Yes,3,2,No,9,No,0.25,0.892,0.387,0.277,Invested High Earner,0.65
R02547,36,Male,USA,Master's,Full-time Employed,Technology/IT,Mid-level,9,$25-50K,4.0,2,No,0-20%,4,Yes,edX,2.3,3,Time,Hybrid,Data/AI & Machine Learning,Self-Research,Yes,No,4,No,3,4,No,4,No,0.13,0.609,0.612,1.212,At-Risk Low Earner,0.558
R02548,48,Male,Japan,High School/Diploma,Full-time Employed,Media/Entertainment,Manager/Director,26,¥8-12M,2.0,3,Yes,41-60%,2,No,None,0.0,4,Time,Online Self-paced,None,Self-Research,No,Yes,4,No,3,3,No,5,Yes,0.65,0.188,0.562,2.525,Complacent High Earner,0.629
R02549,41,Male,USA,Bachelor's,Full-time Employed,Technology/IT,Mid-level,19,>$200K,4.0,4,Yes,0-20%,3,Yes,LinkedIn Learning,13.4,3,Time,Online Self-paced,Cloud Computing,Self-Research,Yes,Unsure,3,No,4,4,No,1,Yes,0.63,0.776,0.675,0.954,Invested High Earner,0.708
R02550,20,Male,Nigeria,PhD,Student,Manufacturing,Entry-level,0,₦1.5-4M,0.0,3,Yes,0-20%,4,Yes,Udemy,7.6,4,Cost,In-person Classroom,Cloud Computing,Social Media,No,No,1,Yes,5,3,Yes,3,Yes,0.53,0.752,0.0,0.656,Striving Upskiller,0.862
R02551,27,Male,UK,Bachelor's,Full-time Employed,Healthcare,Mid-level,6,£30-50K,1.0,3,Yes,41-60%,4,No,None,0.0,3,Lack of Awareness,Hybrid,None,Peers/Network,No,Unsure,2,No,3,2,No,2,No,0.65,0.125,0.238,1.852,At-Risk Low Earner,0.592
R02552,44,Female,UK,Bachelor's,Full-time Employed,Media/Entertainment,Senior,22,£50-80K,1.0,4,No,0-20%,4,Yes,YouTube/Free Resources,1.3,4,Family Responsibilities,Peer Learning/Mentorship,Digital Marketing,Self-Research,No,Yes,3,No,3,4,Yes,3,Yes,0.33,0.657,0.475,1.124,Complacent High Earner,0.662
R02553,20,Female,Brazil,Master's,Full-time Employed,Manufacturing,Mid-level,1,R$40-80K,0.0,3,No,41-60%,3,No,None,0.0,3,Cost,Hybrid,None,None,Yes,No,3,No,3,3,No,5,Yes,0.35,0.125,0.525,3.704,At-Risk Low Earner,0.542
R02554,48,Male,Australia,Master's,Self-employed/Freelancer,Manufacturing,Manager/Director,23,A$100-160K,1.0,2,Yes,21-40%,3,No,Company Internal LMS,0.0,4,Cost,Peer Learning/Mentorship,None,Employer,Yes,Yes,4,No,1,3,No,9,No,0.49,0.188,0.912,2.525,Complacent High Earner,0.362
R02555,40,Female,USA,Bachelor's,Part-time Employed,Government/Public Sector,Executive/C-suite,18,$75-120K,0.0,4,Yes,61-80%,4,Yes,LinkedIn Learning,3.2,3,Family Responsibilities,In-person Classroom,Digital Marketing,Employer,Yes,Yes,3,No,4,4,Yes,5,Yes,0.81,0.623,0.825,1.185,Complacent High Earner,0.642
R02556,46,Male,UK,Master's,Full-time Employed,Education,Executive/C-suite,25,£80-120K,0.0,3,Yes,41-60%,3,No,None,0.0,3,Cost,Hybrid,None,Employer,No,Yes,3,No,3,4,No,6,No,0.65,0.125,0.475,5.556,Complacent High Earner,0.525
R02557,45,Female,UK,High School/Diploma,Unemployed - Seeking,Media/Entertainment,Executive/C-suite,23,£80-120K,2.0,2,No,0-20%,2,No,None,0.0,4,Cost,On-the-job Training,None,News/Media,No,Unsure,2,Yes,2,3,Yes,5,No,0.13,0.188,0.238,2.525,Complacent High Earner,0.529
R02558,30,Non-Binary,India,Master's,Part-time Employed,Healthcare,Mid-level,11,₹12-25L,3.0,4,No,0-20%,4,Yes,Udemy,1.4,3,Family Responsibilities,Hybrid,Soft Skills/Leadership,None,No,Unsure,1,Yes,3,5,No,3,No,0.33,0.596,0.15,1.65,Complacent High Earner,0.575
R02559,31,Male,Germany,Master's,Student,Energy/Utilities,Entry-level,10,,1.0,2,No,41-60%,4,Yes,Coursera,2.1,4,Family Responsibilities,In-person Classroom,Digital Marketing,Peers/Network,No,Unsure,2,Yes,2,1,No,9,No,0.25,0.669,0.238,0.0,Unknown,0.462
R02560,35,Male,Philippines,Bachelor's,Part-time Employed,Media/Entertainment,Manager/Director,10,₱350-700K,2.0,1,Yes,81-100%,3,No,None,0.0,5,No Relevant Programs,In-person Classroom,None,News/Media,No,Unsure,2,No,2,3,No,8,No,0.57,0.25,0.238,1.923,At-Risk Low Earner,0.567
R02561,46,Male,USA,Bachelor's,Full-time Employed,Manufacturing,Mid-level,21,$50-75K,3.0,3,Yes,41-60%,4,No,None,0.0,3,Time,In-person Classroom,None,Employer,No,No,2,Yes,3,2,No,4,Yes,0.65,0.125,0.088,1.852,At-Risk Low Earner,0.558
R02562,24,Female,Nigeria,Bachelor's,Full-time Employed,Energy/Utilities,Entry-level,0,₦15-30M,0.0,2,Yes,0-20%,3,No,Company Internal LMS,0.0,5,Lack of Awareness,Online Instructor-led,None,Self-Research,No,No,1,Yes,3,2,No,11,No,0.43,0.25,0.0,0.962,Complacent High Earner,0.617
R02563,32,Female,Japan,Master's,Self-employed/Freelancer,Education,Mid-level,12,¥12-20M,1.0,3,Yes,41-60%,3,Yes,edX,19.4,3,No Relevant Programs,Online Instructor-led,Cloud Computing,Employer,Yes,Unsure,3,Yes,3,3,No,3,Yes,0.65,0.866,0.675,0.571,Invested High Earner,0.575
R02564,37,Male,Brazil,Master's,Full-time Employed,Healthcare,Manager/Director,12,R$80-150K,2.0,3,Yes,41-60%,3,No,None,2.3,5,Lack of Awareness,Hybrid,UX/UI Design,Government Campaign,No,Yes,2,Yes,3,4,No,5,No,0.65,0.484,0.387,1.518,Complacent High Earner,0.717
R02565,30,Male,Philippines,Below High School,Part-time Employed,Agriculture,Mid-level,8,₱350-700K,0.0,3,No,21-40%,1,No,None,0.0,5,Lack of Awareness,Online Self-paced,None,Social Media,No,No,4,No,3,3,No,7,Yes,0.29,0.25,0.262,1.923,At-Risk Low Earner,0.683
R02566,34,Female,India,Master's,Unemployed - Seeking,Education,Manager/Director,11,₹12-25L,2.0,3,No,21-40%,3,Yes,University/College Program,9.0,3,Lack of Awareness,Peer Learning/Mentorship,Digital Marketing,Social Media,No,No,3,No,3,3,Yes,5,Yes,0.29,0.71,0.175,0.694,Invested High Earner,0.542
